elapsed_time_sec,event_coord_x,event_coord_y,points_scored,team_basket_left,team_basket_right,event_type_assist,event_type_attemptblocked,event_type_block,event_type_flagrantone,event_type_freethrowmade,event_type_freethrowmiss,event_type_jumpball,event_type_kickball,event_type_laneviolation,event_type_lineupchange,event_type_offensivefoul,event_type_openinbound,event_type_opentip,event_type_personalfoul,event_type_rebound,event_type_shootingfoul,event_type_teamtimeout,event_type_technicalfoul,event_type_threepointmade,event_type_threepointmiss,event_type_turnover,event_type_twopointmade,event_type_twopointmiss
-89.01309967041016,375.0082702636719,126.5157470703125,33.799774169921875,19.645946502685547,21.268844604492188,211.02099609375,150.8581085205078,202.7249755859375,-78.53620147705078,199.11463928222656,196.1287841796875,165.87933349609375,67.78264617919922,-32.079315185546875,139.89993286132812,135.26283264160156,-71.5709457397461,147.66513061523438,180.06854248046875,224.3568572998047,199.78233337402344,183.0509033203125,36.826927185058594,188.56753540039062,206.45339965820312,229.6564483642578,218.53140258789062,223.8208770751953
76.12425994873047,608.460205078125,240.7847137451172,-6.9247822761535645,49.11698532104492,20.06251335144043,488.335205078125,424.3785705566406,453.7768859863281,177.1545867919922,495.0484619140625,392.1245422363281,458.0008544921875,-78.4759521484375,220.82281494140625,409.8067321777344,399.5111389160156,-226.2181396484375,486.9113464355469,395.4923400878906,501.2043151855469,454.1016845703125,478.6412353515625,290.0519104003906,392.5422058105469,432.7284851074219,500.3556823730469,505.2561950683594,485.6448669433594
78.56842041015625,434.94342041015625,196.05105590820312,19.717609405517578,53.28383255004883,36.513729095458984,474.3075866699219,451.210205078125,456.8699035644531,175.53012084960938,498.9630126953125,402.0038146972656,475.83233642578125,-168.00868225097656,183.41969299316406,441.6475524902344,394.2274169921875,-263.93560791015625,524.1152954101562,403.77606201171875,509.70855712890625,466.4813537597656,486.27825927734375,347.11456298828125,374.8800048828125,426.7806091308594,513.0322265625,499.5169677734375,498.3214111328125
37.13496780395508,295.2330627441406,210.45394897460938,26.22208023071289,50.41719436645508,49.36203384399414,349.4241943359375,321.29400634765625,339.06121826171875,112.37296295166016,360.2747802734375,295.74395751953125,343.15142822265625,-166.22378540039062,-9.368640899658203,325.0790100097656,269.4618225097656,-199.79696655273438,351.1907653808594,292.5314636230469,373.5521240234375,345.37774658203125,347.2504577636719,260.6098937988281,275.8326721191406,307.7977294921875,386.3843994140625,364.5081481933594,360.67529296875
97.1890869140625,369.02490234375,199.91587829589844,22.700855255126953,38.10908508300781,54.911460876464844,297.193359375,269.9256896972656,274.39251708984375,105.40850067138672,305.2655334472656,241.4176483154297,276.7979736328125,-133.80245971679688,8.242668151855469,262.1458740234375,226.59156799316406,-153.34295654296875,243.76675415039062,252.13531494140625,304.6726379394531,286.6961669921875,292.6159362792969,195.09088134765625,238.74655151367188,260.19757080078125,318.90460205078125,302.1387023925781,306.3777160644531
71.7385482788086,314.3517150878906,185.7224884033203,3.1424977779388428,36.85576248168945,50.06529235839844,274.97027587890625,257.61737060546875,259.9637145996094,83.50247955322266,290.3463439941406,234.31353759765625,253.82650756835938,-107.90150451660156,37.679283142089844,255.05763244628906,212.1947021484375,-153.11781311035156,241.444091796875,239.2961883544922,287.137451171875,276.34796142578125,276.3999938964844,185.2633056640625,223.30255126953125,240.5806121826172,304.2308349609375,292.08538818359375,289.1324768066406
31.095029830932617,370.2623291015625,185.60401916503906,2.985156774520874,34.130767822265625,44.84407043457031,270.380859375,252.3360137939453,250.8282928466797,90.85774993896484,278.09576416015625,230.8639678955078,245.96261596679688,-99.47139739990234,48.1241455078125,251.4542694091797,216.45201110839844,-141.5765838623047,236.63339233398438,233.93377685546875,285.77294921875,271.9222106933594,269.5278015136719,196.09005737304688,213.90699768066406,233.57676696777344,299.85614013671875,286.96514892578125,282.3245849609375
37.2690315246582,622.4354248046875,222.41400146484375,18.779922485351562,36.21003723144531,40.51001739501953,371.8768310546875,341.898681640625,353.8603210449219,140.71739196777344,383.0412902832031,315.6606750488281,351.8224792480469,-92.67768096923828,188.74359130859375,347.3649597167969,313.182373046875,-174.0196990966797,360.3663024902344,324.27093505859375,391.9693298339844,368.73199462890625,367.1395568847656,281.2756042480469,302.2637023925781,327.5738220214844,407.759033203125,392.3222351074219,387.9363708496094
54.44620895385742,494.8230285644531,225.0372314453125,13.881145477294922,46.07870864868164,33.916900634765625,431.36602783203125,400.0296936035156,420.37237548828125,139.34632873535156,453.4949951171875,364.375732421875,422.39996337890625,-133.5135498046875,196.16429138183594,406.23663330078125,360.8407287597656,-227.72560119628906,474.7799987792969,372.7962341308594,455.0018310546875,432.735107421875,431.448486328125,305.235107421875,348.4391784667969,385.8943786621094,473.4091796875,456.41656494140625,449.6672668457031
80.03659057617188,602.7447509765625,260.884033203125,20.38155746459961,49.017250061035156,43.85882568359375,445.0750732421875,406.8411865234375,430.9453430175781,163.673095703125,462.6929931640625,371.7035827636719,439.6400146484375,-149.21990966796875,162.67459106445312,424.1234436035156,375.4502868652344,-236.5946807861328,451.6221923828125,379.9598083496094,473.81353759765625,441.5445251464844,437.7510986328125,338.53350830078125,358.5491027832031,398.37640380859375,486.0402526855469,469.4316101074219,462.71783447265625
88.39873504638672,589.8755493164062,262.3726501464844,20.995037078857422,50.40960693359375,48.45553970336914,475.7087707519531,439.0856018066406,460.4158630371094,168.48123168945312,496.721435546875,400.59686279296875,470.560546875,-155.55816650390625,180.99928283691406,448.7618408203125,396.77880859375,-250.70498657226562,495.35577392578125,406.9044494628906,504.00225830078125,473.15667724609375,471.5927734375,349.6049499511719,386.001953125,427.0921936035156,519.7752075195312,501.2157287597656,494.0079650878906
93.25656127929688,618.9103393554688,305.1643981933594,14.156429290771484,58.15921401977539,58.23239517211914,481.6664733886719,441.52691650390625,466.0142822265625,164.0237274169922,500.19207763671875,403.0641174316406,468.80548095703125,-175.6366729736328,134.57440185546875,455.5721130371094,401.7476806640625,-260.78167724609375,474.97198486328125,412.66949462890625,513.0574951171875,479.3505859375,474.9555358886719,352.980712890625,385.8910217285156,427.6341552734375,526.1731567382812,507.258056640625,500.13092041015625
108.37370300292969,665.1513671875,319.2929992675781,17.534427642822266,60.112308502197266,65.50967407226562,505.5753173828125,463.0124206542969,484.8365173339844,173.87860107421875,524.5327758789062,423.6866760253906,485.03948974609375,-179.49107360839844,140.4680938720703,472.6503601074219,416.3799743652344,-268.12384033203125,482.5123596191406,433.1123352050781,531.0448608398438,498.7030944824219,498.34869384765625,367.1670837402344,408.0526123046875,446.43231201171875,550.3126831054688,531.7086791992188,524.1947631835938
128.62701416015625,337.2440185546875,269.20770263671875,1.263644814491272,62.66255569458008,69.49728393554688,420.0082092285156,386.6172180175781,402.7076416015625,117.79204559326172,442.5007629394531,352.200927734375,401.6440734863281,-201.18804931640625,-2.0723721981048584,382.27972412109375,329.1484069824219,-256.9253845214844,386.0806579589844,355.7892150878906,440.458251953125,412.5813293457031,421.67724609375,280.5284729003906,331.15057373046875,366.3548278808594,455.8632507324219,439.79925537109375,434.46002197265625
